iteration,batch,batch_loss,epoch_loss,elapsed_time
5,500,1.3900075,1.4226296,2058.35
6,0,1.2384578,1.2384578,2132.32
6,50,1.3552065,1.3385619,2169.87
6,100,1.2786622,1.3427293,2211.71
6,150,1.4796357,1.3454503,2256.44
6,200,1.427692,1.3478327,2302.42
6,250,1.3403451,1.3472643,2339.92
6,300,1.2278047,1.3506094,2375.27
6,350,1.2299467,1.3492557,2410.26
6,400,1.1800375,1.3468646,2445.2
6,450,1.2255402,1.3477426,2481.09
6,500,1.2637571,1.3433176,2515.33
7,0,1.2055559,1.2055559,2587.98
7,50,1.4792085,1.2498649,2623.64
7,100,1.1914406,1.2528265,2658.21
7,150,1.3420591,1.253713,2692.07
7,200,1.1141666,1.2533487,2726.91
7,250,1.166844,1.258349,2761.3
7,300,1.3021991,1.261464,2798.61
7,350,1.4319909,1.2685133,2833.12
7,400,1.418535,1.2719305,2867.99
7,450,1.230892,1.2715255,2902.59
7,500,1.4104458,1.2742665,2938.75
8,0,1.030554,1.030554,3013.63
8,50,1.1428754,1.1700559,3060.17
8,100,1.3348875,1.1675173,3106.13
8,150,1.2098207,1.176156,3151.88
8,200,1.1585623,1.1838549,3197.27
8,250,1.341011,1.1818529,3243.05
8,300,1.1688123,1.1880682,3287.8
8,350,1.2393585,1.1947626,3332.9
8,400,1.2073218,1.1964468,3376.48
8,450,1.2291483,1.1991847,3410.01
8,500,1.0637584,1.2010264,3444.53
9,0,1.0281968,1.0281968,3514.88
9,50,0.9799076,1.1186169,3549.86
9,100,1.0553585,1.1218195,3584.44
9,150,0.92492163,1.1201302,3619.29
9,200,1.0834539,1.1171916,3654.22
9,250,1.3400388,1.1178547,3688.11
9,300,1.2923814,1.1258116,3722.25
9,350,1.1559507,1.1297503,3757.28
9,400,1.1878583,1.1316037,3794.83
9,450,1.0959828,1.1353592,3829.54
9,500,1.1857378,1.1341501,3863.4
10,0,0.99065113,0.99065113,3934.52
10,50,1.1234405,1.0147512,3969.24
10,100,1.1470261,1.0140581,4005.22
10,150,1.1838906,1.027961,4039.77
10,200,1.1206124,1.0315142,4073.47
10,250,0.9798532,1.0386581,4106.9
10,300,1.2281775,1.0429189,4141.29
10,350,1.0504701,1.0486685,4175.54
10,400,1.0136867,1.0514613,4208.91
10,450,1.0779703,1.0567698,4242.45
10,500,1.0710213,1.0617152,4276.86
11,0,0.9134098,0.9134098,4353.07
11,50,0.9865632,0.96524155,4386.66
11,100,0.910195,0.96268183,4421.58
11,150,0.91649306,0.9623034,4458.69
11,200,0.962342,0.96490055,4496.66
11,250,0.9469309,0.9701154,4530.2
11,300,1.0905267,0.97455513,4567.65
11,350,0.9365584,0.9743708,4614.47
11,400,0.8695215,0.9770724,4659.67
11,450,1.0491097,0.98212767,4704.66
11,500,1.2063096,0.9867437,4748.5
12,0,0.969988,0.969988,4829.28
12,50,0.75731075,0.8456313,4874.41
12,100,0.9009423,0.85823935,4919.99
12,150,0.9131745,0.86699885,4964.23
12,200,1.2255604,0.8754693,5009.0
12,250,0.8864757,0.8783472,5053.46
12,300,0.6552326,0.88643235,5098.05
12,350,0.8436416,0.8927078,5142.18
12,400,1.0314753,0.8989742,5185.88
12,450,0.9865879,0.90476483,5231.0
12,500,0.9382072,0.9092775,5274.9
13,0,0.5398132,0.5398132,5351.4
13,50,0.8432942,0.7730588,5395.35
13,100,0.7073144,0.7792115,5439.48
13,150,0.77123415,0.79065126,5483.76
13,200,0.72349346,0.79811364,5527.93
13,250,0.79977345,0.80372614,5571.29
13,300,0.8929487,0.806161,5616.18
13,350,0.63462365,0.8128465,5661.57
13,400,1.0114605,0.81503326,5705.36
13,450,0.9780279,0.8213388,5750.38
13,500,0.9306764,0.8265359,5798.31
14,0,0.7759632,0.7759632,5876.28
14,50,0.81468153,0.69813013,5921.18
14,100,0.6504813,0.7035242,5965.64
14,150,0.58057106,0.7083519,6010.78
14,200,0.69373035,0.71329516,6054.75
14,250,0.7458532,0.71992064,6101.83
14,300,0.6952062,0.72571373,6153.28
14,350,0.5844104,0.7328338,6197.84
14,400,0.70036554,0.7359534,6243.34
14,450,0.9189353,0.7408152,6288.0
14,500,0.7696958,0.7448916,6333.31
15,0,0.56001914,0.56001914,6408.9
15,50,0.5208472,0.5969017,6453.54
15,100,0.61036456,0.6089545,6497.34
15,150,0.58049464,0.62496734,6542.55
15,200,0.66538906,0.62881464,6586.93
15,250,0.5854858,0.6356515,6631.03
15,300,0.70689225,0.6396384,6676.53
15,350,0.7541312,0.64453596,6721.22
15,400,0.750916,0.64981544,6770.35
15,450,0.69332945,0.6537369,6816.08
15,500,0.7746127,0.6601308,6860.48
16,0,0.5612728,0.5612728,6939.7
16,50,0.5371052,0.50990945,6986.14
16,100,0.58763576,0.52050704,7030.28
16,150,0.4629775,0.5284126,7075.32
16,200,0.45766646,0.53600186,7120.7
16,250,0.6437758,0.5442481,7165.2
16,300,0.66506857,0.55310583,7209.25
16,350,0.54361784,0.5594145,7261.84
16,400,0.60863495,0.56593776,7308.79
16,450,0.90468603,0.57358944,7352.9
16,500,0.595518,0.57863593,7397.92
17,0,0.44441098,0.44441098,7474.4
17,50,0.48020244,0.43706474,7519.18
17,100,0.53278446,0.45200965,7563.1
17,150,0.5835009,0.46190235,7608.17
17,200,0.46027613,0.467088,7653.53
17,250,0.45808452,0.47261685,7697.63
17,300,0.4061414,0.47556475,7747.84
17,350,0.6052921,0.48251942,7792.06
17,400,0.39844018,0.48985142,7836.67
17,450,0.40596578,0.4933541,7883.78
17,500,0.65709627,0.49876106,7928.8
18,0,0.3701274,0.3701274,8005.68
18,50,0.39406893,0.38406914,8052.45
18,100,0.33052373,0.3788044,8096.77
18,150,0.37719464,0.37702653,8141.41
18,200,0.31075788,0.3839468,8185.58
18,250,0.40184316,0.39259222,8230.35
18,300,0.3629835,0.39753544,8274.54
18,350,0.62100893,0.40466186,8319.34
18,400,0.41544276,0.4095815,8363.47
18,450,0.38371137,0.41550156,8407.55
18,500,0.4158465,0.42008772,8452.48
19,0,0.35272205,0.35272205,8528.95
19,50,0.34409565,0.30665517,8574.03
19,100,0.23178509,0.31261992,8618.44
19,150,0.24921313,0.3133758,8662.87
19,200,0.4119805,0.32007915,8707.48
19,250,0.3355775,0.32594457,8755.3
19,300,0.25491175,0.33016792,8799.67
19,350,0.54576844,0.3338476,8843.94
19,400,0.3880605,0.34011802,8889.37
19,450,0.38872656,0.34494802,8933.45
19,500,0.41140744,0.34996763,8979.68
