iteration,batch,batch_loss,epoch_loss,elapsed_time
2,3450,1.3461373,1.4165567,8126.57
2,3500,1.3519025,1.4159236,8174.56
2,3550,1.5127656,1.4157414,8221.28
2,3600,1.2636852,1.4149888,8270.34
2,3650,1.1548529,1.4143537,8315.18
2,3700,1.1101586,1.4138278,8359.89
2,3750,1.4442323,1.4130017,8405.26
2,3800,1.5270898,1.4128568,8450.6
2,3850,1.4705945,1.412014,8497.78
2,3900,1.5497974,1.4117253,8543.75
2,3950,1.4836092,1.4110612,8588.84
2,4000,1.4604688,1.4108958,8635.05
2,4050,1.3946276,1.4103088,8680.02
2,4100,1.3311957,1.4098221,8724.52
2,4150,1.5231793,1.4087741,8772.45
2,4200,1.3401117,1.408266,8817.69
2,4250,1.4539311,1.4078678,8863.35
2,4300,1.2291119,1.4072767,8908.73
2,4350,1.4121535,1.4068407,8954.6
2,4400,1.4185386,1.4062433,8999.25
2,4450,1.2900996,1.4053096,9045.72
2,4500,1.2120752,1.4046217,9091.32
2,4550,1.4417084,1.4043441,9137.15
2,4600,1.473809,1.4040612,9182.0
2,4650,1.4942465,1.4037346,9231.38
2,4700,1.4401367,1.4033015,9278.15
2,4750,1.2037249,1.4025999,9322.8
2,4800,1.2808244,1.4016958,9369.48
2,4850,1.4085125,1.4013584,9415.4
2,4900,1.2533108,1.4008734,9462.4
2,4950,1.3805809,1.4003894,9508.99
2,5000,1.2531073,1.3997526,9554.68
2,5050,1.4373085,1.3995167,9601.79
2,5100,1.6627032,1.3990582,9646.51
2,5150,1.3677118,1.3985561,9693.59
2,5200,1.3615135,1.3980885,9738.05
2,5250,1.1957228,1.3976841,9785.21
2,5300,1.3581935,1.397103,9830.77
2,5350,1.4228047,1.3963305,9876.21
2,5400,1.657273,1.396032,9924.03
2,5450,1.3999355,1.3954868,9970.74
2,5500,1.3067123,1.3950986,10016.27
2,5550,1.4270059,1.3946536,10063.2
3,0,1.6583638,1.6583638,10137.77
3,50,1.2555739,1.3101051,10185.03
3,100,1.2716672,1.3131477,10235.62
3,150,1.3122544,1.3173217,10280.98
3,200,1.358221,1.3079157,10329.52
3,250,1.3407447,1.3070472,10378.45
3,300,1.3569429,1.3054265,10424.24
3,350,1.2839079,1.306718,10470.75
3,400,1.1384845,1.3068242,10517.23
3,450,1.3604331,1.3047137,10563.58
3,500,1.2454753,1.3044438,10612.59
3,550,1.3221036,1.30336,10659.22
3,600,1.2454298,1.3049197,10704.95
3,650,1.3704166,1.3054166,10751.75
3,700,1.3213594,1.3068898,10798.25
3,750,1.398613,1.3073721,10843.02
3,800,1.524931,1.3070899,10887.28
3,850,1.206252,1.3081893,10933.9
3,900,1.3207474,1.3089646,10980.76
3,950,1.1700146,1.3069931,11025.33
3,1000,1.4974201,1.3065689,11070.62
3,1050,1.3986412,1.3073905,11115.88
3,1100,1.2844732,1.3063408,11161.47
3,1150,1.4207662,1.3056093,11211.58
3,1200,1.398418,1.3047996,11256.49
3,1250,1.1871653,1.304151,11302.82
3,1300,1.2174661,1.304094,11348.49
3,1350,1.16745,1.3039217,11392.7
3,1400,1.1166145,1.3036506,11438.65
3,1450,1.2428102,1.3044716,11484.4
3,1500,1.090606,1.3044834,11532.47
3,1550,1.2659781,1.3040259,11579.27
3,1600,1.3672864,1.3037171,11623.71
3,1650,1.1985681,1.303122,11670.36
3,1700,1.1556956,1.3029209,11715.45
3,1750,1.2918006,1.303119,11761.83
3,1800,1.4542466,1.3036091,11807.85
3,1850,1.3167565,1.3029562,11854.21
3,1900,1.312968,1.3024821,11899.22
3,1950,1.3272971,1.3022598,11944.31
3,2000,1.2913435,1.3021042,11990.22
3,2050,1.3814249,1.3018237,12035.23
3,2100,1.2095809,1.301161,12081.54
3,2150,1.2035408,1.3003916,12128.17
3,2200,1.2493411,1.3000959,12172.9
3,2250,1.2533739,1.3003254,12222.55
3,2300,1.0442452,1.300056,12267.96
3,2350,1.3489326,1.300139,12315.82
3,2400,1.3041078,1.2994468,12360.76
3,2450,1.2444284,1.2991967,12405.38
3,2500,1.3020804,1.2988998,12451.19
3,2550,1.4085921,1.2991338,12497.62
3,2600,1.2763131,1.2991953,12543.88
3,2650,1.1749777,1.2995708,12590.81
3,2700,1.171265,1.299005,12637.27
3,2750,1.2224883,1.2990468,12683.76
3,2800,1.2809415,1.2990719,12731.34
3,2850,1.408226,1.2990975,12777.4
3,2900,1.1700991,1.2987598,12823.31
3,2950,1.2559791,1.2985364,12869.2
3,3000,1.3099384,1.2987844,12914.3
3,3050,1.452426,1.2987773,12960.9
3,3100,1.2586994,1.2980227,13005.98
3,3150,1.1953535,1.2982045,13053.99
3,3200,1.250932,1.298228,13099.64
3,3250,1.2873108,1.2980319,13144.17
3,3300,1.254787,1.2972454,13193.51
3,3350,1.2518578,1.2966034,13239.2
3,3400,1.2432057,1.2966832,13284.59
3,3450,1.3044946,1.2969096,13331.89
3,3500,1.2946564,1.2969294,13377.58
3,3550,1.3906076,1.2965701,13423.92
3,3600,1.2877587,1.2963978,13469.36
3,3650,1.1935396,1.2958566,13514.06
3,3700,1.3730444,1.2956953,13560.35
3,3750,1.1708844,1.2955987,13607.18
3,3800,1.2889439,1.295436,13653.01
3,3850,1.0867938,1.2949212,13699.51
3,3900,1.145895,1.2947387,13746.45
3,3950,1.4077398,1.2945963,13792.37
3,4000,1.3151984,1.2946537,13836.93
3,4050,1.252372,1.2945998,13884.12
3,4100,1.4635152,1.2939078,13931.46
3,4150,1.1037692,1.2939246,13976.21
3,4200,1.2279954,1.2938489,14021.89
3,4250,1.1306581,1.293505,14066.66
3,4300,1.2017312,1.29333,14113.05
3,4350,1.3054242,1.2930455,14159.45
3,4400,1.2456255,1.292774,14207.27
3,4450,1.3751062,1.292341,14254.25
3,4500,1.2597849,1.2920549,14299.79
3,4550,1.4146636,1.2917465,14345.0
3,4600,1.5718629,1.2917986,14390.26
3,4650,1.3780776,1.2917422,14436.27
3,4700,1.2782011,1.291595,14482.68
3,4750,1.160114,1.291332,14528.27
3,4800,1.3354487,1.2911636,14575.13
3,4850,1.6329441,1.291169,14621.01
3,4900,1.3659884,1.2909415,14665.66
3,4950,1.4958819,1.2906835,14712.18
3,5000,1.353578,1.2904085,14757.75
3,5050,1.3865097,1.2902542,14802.52
3,5100,1.2504048,1.2899591,14848.45
3,5150,1.3010697,1.290086,14893.75
3,5200,1.2269921,1.28981,14938.96
3,5250,1.3452103,1.2898184,14985.51
3,5300,1.319902,1.2895737,15030.83
3,5350,1.4096265,1.2894733,15075.31
3,5400,1.1792326,1.2894635,15120.59
3,5450,1.1678005,1.289538,15171.63
3,5500,1.24074,1.2892047,15217.06
3,5550,1.3350532,1.2889647,15264.07
4,0,1.2266569,1.2266569,15337.93
4,50,1.1673532,1.2099597,15385.41
4,100,1.1914306,1.2251207,15431.83
4,150,1.3677702,1.226248,15477.34
4,200,1.1399488,1.2226641,15522.29
4,250,1.1559505,1.2206357,15567.6
4,300,1.1967585,1.2284502,15613.33
4,350,1.3023877,1.2280908,15657.52
4,400,1.1929798,1.227154,15702.31
4,450,1.2651997,1.228741,15748.73
4,500,1.3447907,1.2308006,15794.11
4,550,1.3029919,1.230839,15838.73
4,600,1.1569064,1.230775,15885.23
4,650,1.0415281,1.2295704,15931.05
4,700,1.0834975,1.2303616,15977.48
4,750,1.1239347,1.2300029,16022.66
4,800,1.1780461,1.2304924,16067.67
4,850,1.0662374,1.229847,16114.87
4,900,1.1558981,1.2297922,16165.73
4,950,1.0446267,1.2287437,16210.75
4,1000,1.1703476,1.2290169,16257.63
4,1050,1.4665767,1.2292197,16304.39
4,1100,0.9747502,1.2297038,16350.73
4,1150,1.3424041,1.229875,16396.73
4,1200,1.2003651,1.2292473,16441.88
4,1250,1.0842733,1.2288595,16487.58
4,1300,1.1880425,1.2282864,16534.43
4,1350,1.3470051,1.2278268,16580.08
4,1400,1.3489211,1.2281784,16626.44
4,1450,1.6133502,1.2283602,16671.72
4,1500,1.4417472,1.2284173,16716.66
4,1550,1.2138343,1.2286189,16762.61
4,1600,1.3616976,1.2290279,16807.9
4,1650,1.1012175,1.2292495,16854.48
4,1700,1.0999808,1.2291225,16901.04
4,1750,1.332765,1.2286475,16945.59
4,1800,1.2555623,1.2294862,16991.66
4,1850,1.4063953,1.2293637,17038.1
4,1900,1.23465,1.2299093,17083.69
4,1950,1.3295505,1.2297986,17133.28
4,2000,1.1427648,1.2299184,17181.08
4,2050,1.1746657,1.2306356,17226.21
4,2100,1.357681,1.230429,17273.02
4,2150,1.2774763,1.2307738,17319.27
4,2200,1.2946079,1.2308779,17364.39
4,2250,1.2457047,1.2313031,17409.44
4,2300,1.1638565,1.2313997,17454.58
4,2350,1.1035056,1.2309211,17500.3
4,2400,1.1883509,1.2313261,17546.6
4,2450,1.0627049,1.2314473,17593.53
4,2500,1.2011495,1.2312155,17639.58
4,2550,1.3005819,1.2311305,17685.75
4,2600,1.2939353,1.2304652,17731.6
4,2650,1.0745119,1.2304332,17777.99
4,2700,1.1052861,1.2302287,17827.18
4,2750,1.1527014,1.2301112,17872.71
4,2800,1.3581121,1.2303067,17917.82
4,2850,1.1665611,1.2300944,17964.64
4,2900,0.9352447,1.2297039,18009.33
4,2950,1.1925302,1.2296758,18053.85
4,3000,1.1774781,1.2298418,18100.58
4,3050,1.1751518,1.2301441,18149.62
4,3100,1.2578328,1.2303491,18196.31
4,3150,1.2022345,1.230108,18240.99
4,3200,1.3246047,1.2300106,18286.05
4,3250,1.1901331,1.2298377,18332.77
4,3300,1.0499883,1.2295506,18378.63
4,3350,1.1340786,1.2293733,18425.9
4,3400,1.1146061,1.2292322,18472.36
4,3450,1.2082652,1.2291274,18518.06
4,3500,1.2936859,1.2290189,18563.83
4,3550,1.255155,1.2290285,18609.2
4,3600,1.0925366,1.2289473,18654.63
4,3650,1.2627275,1.22878,18699.26
4,3700,1.2497778,1.2289418,18745.68
4,3750,1.30316,1.2287934,18792.16
4,3800,1.2265271,1.2285252,18838.73
4,3850,1.0912166,1.2286695,18883.99
4,3900,1.1966479,1.2285081,18931.27
4,3950,1.365046,1.2285817,18978.1
4,4000,0.9393729,1.2284032,19024.24
4,4050,1.2221606,1.2286077,19070.55
4,4100,1.1209449,1.2282364,19120.13
4,4150,1.2488375,1.2284122,19164.39
4,4200,1.0503579,1.2284427,19209.72
4,4250,1.0397358,1.2285236,19255.47
4,4300,1.2367606,1.2285517,19301.47
4,4350,1.3400874,1.228536,19345.85
4,4400,1.2196417,1.2283539,19392.48
4,4450,1.2132784,1.2282836,19436.64
4,4500,1.2651683,1.2286519,19482.14
4,4550,1.2678223,1.2285827,19527.82
4,4600,1.2498376,1.2285084,19572.51
4,4650,1.339127,1.2283993,19617.03
4,4700,1.2340361,1.2283239,19661.74
4,4750,1.1577785,1.2280681,19707.07
4,4800,1.1948669,1.2282244,19752.95
4,4850,1.2341394,1.2283944,19798.16
4,4900,1.1647905,1.2282666,19843.67
4,4950,1.2346393,1.2284514,19887.9
4,5000,1.1689614,1.2283344,19934.22
4,5050,1.1756618,1.2282075,19979.18
4,5100,1.1744342,1.2284182,20024.67
4,5150,1.0405269,1.2283033,20072.21
4,5200,1.4159806,1.2286277,20121.66
4,5250,0.9848299,1.2284827,20166.2
4,5300,1.1130782,1.2281528,20212.29
4,5350,1.4415474,1.2280158,20256.57
4,5400,1.2663369,1.2277913,20302.84
4,5450,1.057037,1.2277728,20349.35
4,5500,1.2493371,1.2276003,20395.23
4,5550,1.1591687,1.2276467,20441.69
5,0,1.1155,1.1155,20517.9
5,50,1.2247276,1.1740553,20562.55
5,100,1.2709601,1.1884354,20609.3
5,150,1.1036233,1.185382,20654.04
5,200,1.1146753,1.1835991,20699.83
5,250,1.0347277,1.1863773,20746.3
5,300,1.2612686,1.1838106,20792.77
5,350,1.2367287,1.17812,20839.36
5,400,1.1113014,1.1769648,20885.12
5,450,1.1994053,1.1798288,20930.28
5,500,1.2191067,1.1800992,20975.33
5,550,1.3447175,1.1783862,21021.53
5,600,1.112437,1.1784717,21066.56
5,650,1.2383103,1.1769438,21115.43
5,700,1.1512212,1.1753048,21161.44
5,750,1.3603971,1.1778644,21206.49
5,800,1.2720913,1.1791142,21251.5
5,850,1.1407267,1.1818401,21297.52
5,900,1.1816628,1.181759,21342.82
5,950,1.2208182,1.1812797,21387.94
5,1000,1.3046145,1.1810355,21432.9
5,1050,1.2438551,1.1799613,21477.94
5,1100,1.2235146,1.1794646,21523.42
5,1150,1.3053579,1.1799256,21568.89
5,1200,1.2358155,1.1813489,21615.01
5,1250,1.2231362,1.1814823,21659.83
5,1300,1.339885,1.182552,21705.41
5,1350,1.0676416,1.1827252,21750.05
5,1400,1.2746501,1.1826688,21795.89
5,1450,1.2391231,1.1834469,21839.97
5,1500,1.2331965,1.1831114,21886.37
5,1550,1.2904,1.1825645,21932.03
5,1600,1.3822393,1.1837441,21976.8
5,1650,1.1206185,1.1834295,22021.67
5,1700,0.9024421,1.1829326,22069.2
5,1750,1.1634867,1.1838782,22117.05
5,1800,1.2056301,1.1840599,22163.28
5,1850,1.2708197,1.1838797,22208.8
5,1900,1.275795,1.1841274,22253.17
5,1950,1.1499907,1.1837745,22299.03
5,2000,1.2205136,1.1840005,22346.43
5,2050,1.1486921,1.1838409,22390.86
5,2100,1.1479648,1.1849496,22437.2
5,2150,1.3305783,1.1852359,22483.51
5,2200,1.3937142,1.1854916,22529.2
5,2250,1.2095227,1.1857492,22576.5
5,2300,1.4094651,1.1850954,22622.74
5,2350,1.2640412,1.1854966,22667.0
5,2400,1.2308569,1.1858922,22713.34
5,2450,0.991799,1.1855065,22757.75
5,2500,1.0481012,1.1850442,22805.99
5,2550,1.1458261,1.1850722,22850.33
5,2600,1.0914619,1.1850884,22895.24
5,2650,1.2668283,1.1852028,22940.92
5,2700,1.103817,1.1854798,22985.69
5,2750,1.4117126,1.1856056,23030.05
5,2800,1.2313797,1.185387,23078.11
5,2850,1.1625367,1.1854389,23123.96
5,2900,1.1423936,1.1854943,23169.11
5,2950,1.1516008,1.1857713,23215.0
5,3000,1.4472651,1.1857573,23260.19
5,3050,1.2206011,1.1854795,23305.05
5,3100,1.2949425,1.1856076,23351.14
5,3150,1.1689072,1.1856242,23396.51
5,3200,1.2654548,1.1851499,23442.61
5,3250,1.2219841,1.1850446,23488.02
5,3300,0.9663577,1.1849904,23532.9
5,3350,1.2465727,1.1848329,23579.36
5,3400,1.061904,1.1845967,23625.86
5,3450,1.2008613,1.1844472,23683.01
5,3500,1.0531596,1.1844933,23738.98
5,3550,1.0176454,1.1844664,23788.94
5,3600,1.1171007,1.1842685,23840.93
5,3650,1.0637407,1.1847163,23901.47
5,3700,1.1788435,1.1849648,23961.92
5,3750,1.0428224,1.1848153,24018.26
5,3800,1.4612552,1.1850227,24067.06
5,3850,1.1243888,1.1849016,24113.37
5,3900,1.2111144,1.1847075,24159.74
5,3950,1.1753002,1.1846925,24206.5
5,4000,1.0093975,1.1847548,24251.29
5,4050,1.1632395,1.1846585,24297.24
5,4100,1.1493797,1.1849489,24343.08
5,4150,1.2601671,1.1848178,24389.55
5,4200,1.3285706,1.1847901,24435.45
5,4250,1.2102145,1.1844214,24481.29
5,4300,0.96427894,1.1843827,24525.43
5,4350,1.2456391,1.1844189,24571.75
5,4400,1.2971582,1.184584,24618.32
5,4450,1.3248894,1.184557,24663.46
5,4500,0.95600086,1.1843417,24708.2
5,4550,1.1990283,1.1844327,24754.81
5,4600,1.5061468,1.1843109,24800.53
5,4650,1.2076768,1.184311,24845.57
5,4700,1.0616701,1.1841877,24893.12
5,4750,1.3332939,1.1842102,24940.27
5,4800,1.1841259,1.1841689,24988.79
5,4850,1.3345132,1.1843972,25038.63
5,4900,1.1231214,1.1840247,25084.16
5,4950,1.1556213,1.1838312,25129.57
5,5000,1.1047523,1.1839683,25175.81
5,5050,1.1591377,1.1840528,25222.61
5,5100,1.0361385,1.184055,25267.89
5,5150,1.4366312,1.1840036,25314.44
5,5200,1.1727419,1.1840973,25359.1
5,5250,1.4234259,1.1841228,25403.87
5,5300,1.0760177,1.184184,25449.37
5,5350,1.1722503,1.1840898,25494.8
5,5400,1.1493067,1.1844602,25539.56
5,5450,1.2529267,1.1846523,25585.64
5,5500,1.0785706,1.1846663,25629.41
5,5550,1.0547667,1.184583,25675.26
6,0,0.9032636,0.9032636,25748.17
6,50,1.1262954,1.136914,25794.04
6,100,1.3131723,1.1334467,25838.61
6,150,1.1648226,1.1417266,25883.47
6,200,1.1897402,1.1365061,25929.69
6,250,1.384599,1.1383207,25976.01
6,300,1.1688781,1.140965,26024.4
6,350,1.2173036,1.139093,26071.79
6,400,0.916572,1.1400805,26117.15
6,450,1.1677635,1.1384832,26163.54
6,500,0.9672606,1.1378587,26207.95
6,550,1.2646556,1.1368793,26255.3
6,600,1.0551534,1.134374,26300.02
6,650,0.9317963,1.1345879,26344.65
6,700,1.0555143,1.1367377,26391.06
6,750,1.1089227,1.1373801,26435.84
6,800,1.1918688,1.1382333,26480.62
6,850,1.327018,1.1389341,26527.7
6,900,1.2436248,1.1394273,26571.49
6,950,1.4486959,1.1412953,26617.24
6,1000,1.0223844,1.141899,26664.06
6,1050,0.9397574,1.1420673,26709.51
6,1100,1.2306498,1.1417581,26754.59
6,1150,1.1534238,1.1417167,26799.75
6,1200,1.2631874,1.1426944,26845.5
6,1250,1.0566173,1.1436515,26890.78
6,1300,1.1228772,1.1445014,26936.57
6,1350,0.9584733,1.1437143,26982.44
6,1400,1.3091996,1.1436445,27031.18
6,1450,0.97347736,1.1439172,27076.93
6,1500,1.2335677,1.1438208,27123.82
6,1550,1.2276435,1.1434112,27168.92
6,1600,0.9450294,1.1438173,27215.28
6,1650,1.1565126,1.1443012,27260.14
6,1700,1.1482137,1.1452856,27305.07
6,1750,1.1946077,1.1456901,27350.48
6,1800,1.388158,1.1458976,27396.29
6,1850,1.0471464,1.1458817,27441.38
6,1900,1.1977775,1.1462862,27485.83
6,1950,1.2310362,1.146711,27532.29
6,2000,1.1053919,1.1467018,27579.03
6,2050,1.2740462,1.1467289,27625.08
6,2100,1.2149144,1.1466196,27669.85
6,2150,1.2417848,1.147177,27714.77
6,2200,1.1860404,1.1467217,27759.68
6,2250,1.0995817,1.1465079,27806.26
6,2300,1.2071375,1.146875,27850.1
6,2350,1.1276443,1.1467766,27895.69
6,2400,1.1223929,1.1469299,27941.61
6,2450,1.0759505,1.14713,27989.5
6,2500,1.1324329,1.1473758,28036.81
6,2550,1.1146452,1.1476284,28084.08
6,2600,1.1995932,1.1477712,28129.19
6,2650,1.0978432,1.1481428,28175.94
6,2700,1.1581992,1.1485289,28221.11
6,2750,1.1548315,1.1490178,28269.7
6,2800,1.2701833,1.1486928,28316.67
6,2850,1.3907927,1.1488298,28362.27
6,2900,1.0788927,1.1489506,28407.95
6,2950,1.1905053,1.1490097,28453.34
6,3000,1.0859509,1.148471,28499.9
6,3050,1.1376655,1.1486194,28545.65
6,3100,1.3664877,1.1489022,28590.99
6,3150,1.3268571,1.1490682,28636.55
6,3200,1.2329125,1.1491064,28682.05
6,3250,1.1152804,1.1495801,28727.38
6,3300,1.2417275,1.1499065,28772.8
6,3350,1.1812456,1.149815,28817.46
6,3400,1.1040919,1.1498541,28863.35
6,3450,1.1771419,1.1498784,28908.05
6,3500,1.0116733,1.1498791,28953.7
6,3550,1.2367756,1.149912,29002.82
6,3600,1.0230482,1.1502427,29048.64
6,3650,1.2560215,1.150425,29093.64
6,3700,1.0380313,1.1507347,29139.89
6,3750,1.0488217,1.150859,29185.86
6,3800,1.1011255,1.1508771,29230.36
6,3850,1.1428325,1.1509765,29275.28
6,3900,1.2698095,1.1505458,29320.7
6,3950,1.2981482,1.1509694,29364.97
6,4000,1.0391705,1.1512029,29410.27
6,4050,1.1838002,1.1514075,29458.16
6,4100,1.2400234,1.1514407,29503.63
6,4150,0.9804898,1.1514393,29549.44
6,4200,1.3554945,1.1516728,29595.31
6,4250,1.140584,1.1516347,29640.73
6,4300,1.120149,1.1515495,29686.03
